0, 42, 4.228571428571429
0, 47, 4.446153846153846
0, 70, 4.407407407407407
0, 86, 4.854166666666667
0, 97, 4.295454545454546
0, 116, 4.55
0, 133, 4.611111111111111
0, 207, 4.62962962962963
0, 208, 4.703703703703703
0, 209, 3.888888888888889
0, 231, 4.2
0, 295, 4.476190476190476
0, 339, 3.3
0, 372, 4.722222222222222
0, 482, 3.4285714285714284
0, 553, 4.5
0, 573, 4.166666666666667
0, 605, 4.090909090909091
0, 698, 4.8
0, 730, 4.6
0, 739, 2.4444444444444446
0, 769, 4.666666666666667
0, 843, 4.875
0, 892, 3.75
0, 893, 4.625
0, 943, 2.875
0, 958, 5.0
0, 1006, 4.285714285714286
0, 1021, 3.7142857142857144
0, 1062, 3.857142857142857
0, 1073, 3.5714285714285716
0, 1159, 3.0
0, 1252, 5.0
0, 1539, 3.8
0, 1560, 2.0
0, 1659, 4.0
0, 2415, 4.0
0, 2477, 4.666666666666667
0, 2562, 4.666666666666667
0, 2776, 3.0
0, 2830, 3.6666666666666665
0, 2934, 3.0
0, 3070, 4.0
0, 3317, 5.0
0, 3394, 4.5
0, 3429, 5.0
0, 3470, 5.0
0, 3606, 5.0
0, 3697, 3.0
0, 3706, 3.0
1, 56, 4.098360655737705
1, 108, 4.341463414634147
1, 143, 3.264705882352941
1, 159, 4.645161290322581
1, 209, 3.888888888888889
1, 283, 4.5
1, 339, 3.3
1, 391, 4.882352941176471
1, 406, 4.375
1, 463, 3.8
1, 623, 4.0
1, 715, 4.2
1, 1013, 4.714285714285714
1, 1076, 4.571428571428571
1, 1089, 4.142857142857143
1, 1108, 3.3333333333333335
1, 1109, 4.833333333333333
1, 1159, 3.0
1, 1279, 4.666666666666667
1, 1335, 5.0
1, 1487, 3.0
1, 1523, 4.4
1, 1532, 4.6
1, 1573, 4.2
1, 1586, 3.4
1, 1666, 4.0
1, 1734, 3.75
1, 1831, 4.25
1, 1835, 4.5
1, 1895, 4.0
1, 1909, 3.5
1, 1929, 5.0
1, 2124, 3.6666666666666665
1, 2272, 3.3333333333333335
1, 2398, 5.0
1, 2446, 3.3333333333333335
1, 2803, 3.6666666666666665
1, 2820, 4.666666666666667
1, 3227, 3.5
1, 3266, 4.5
1, 3680, 3.0
2, 264, 4.391304347826087
2, 394, 4.647058823529412
2, 420, 3.4375
2, 464, 4.071428571428571
2, 502, 3.3846153846153846
2, 532, 4.384615384615385
2, 628, 4.090909090909091
2, 674, 3.8
2, 936, 4.25
2, 1069, 2.857142857142857
2, 1071, 4.571428571428571
2, 1296, 4.4
2, 1343, 5.0
2, 1416, 4.6
2, 1636, 4.75
2, 1719, 4.5
2, 1773, 4.25
2, 1872, 3.25
2, 1913, 3.5
2, 2125, 4.333333333333333
2, 2300, 4.0
2, 2403, 5.0
2, 2703, 3.6666666666666665
2, 2860, 4.666666666666667
2, 2942, 5.0
2, 3066, 4.5
2, 3210, 4.5
2, 3226, 5.0
2, 3257, 3.5
2, 3324, 5.0
2, 3373, 3.0
2, 3398, 4.0
2, 3400, 5.0
2, 3440, 3.0
2, 3450, 4.5
2, 3458, 4.0
2, 3563, 5.0
2, 3711, 5.0
3, 8, 3.6090225563909772
3, 19, 4.627272727272727
3, 20, 4.787037037037037
3, 23, 4.530612244897959
3, 42, 4.228571428571429
3, 44, 3.8208955223880596
3, 64, 4.517857142857143
3, 92, 4.377777777777778
3, 105, 4.571428571428571
3, 107, 3.9285714285714284
3, 120, 4.076923076923077
3, 141, 3.676470588235294
3, 167, 4.419354838709677
