226, 301, 0.5333333333333333
744, 755, 0.5
833, 1288, 0.5
856, 1738, 0.5
872, 965, 0.5
885, 944, 0.6
885, 995, 0.5
885, 999, 0.5
885, 1136, 0.75
885, 2000, 0.5
908, 1248, 0.5555555555555556
914, 1035, 0.6666666666666666
914, 1056, 0.5
914, 1514, 0.625
944, 1136, 0.5555555555555556
944, 2000, 0.5
961, 1017, 0.75
968, 1022, 0.5555555555555556
968, 1056, 0.5555555555555556
968, 1514, 0.5
999, 1136, 0.625
1022, 1419, 0.5
1022, 1514, 0.5
1035, 1419, 0.5
1035, 1514, 0.7142857142857143
1056, 1514, 0.5
1094, 1785, 0.6666666666666666
1109, 1169, 0.5
1114, 2385, 0.5
1118, 1274, 0.5
1132, 2350, 0.5
1132, 2860, 0.5
1136, 2000, 0.6666666666666666
1142, 1180, 0.7142857142857143
1142, 1347, 0.5714285714285714
1142, 1465, 0.5714285714285714
1142, 1553, 0.5714285714285714
1142, 1980, 0.6666666666666666
1142, 2053, 0.6666666666666666
1142, 2233, 0.5
1142, 2456, 0.5
1161, 2767, 0.5
1180, 1347, 0.5714285714285714
1180, 1553, 0.8333333333333334
1180, 1699, 0.6666666666666666
1180, 1911, 0.6666666666666666
1180, 1980, 0.6666666666666666
1180, 2219, 0.5
1186, 1333, 0.5714285714285714
1245, 2067, 0.6666666666666666
1312, 1738, 0.5
1315, 1930, 0.5
1315, 2030, 0.5
1315, 2290, 0.6
1318, 1865, 0.5
1347, 1699, 0.5
1347, 1821, 0.5
1347, 1911, 0.5
1347, 2053, 0.5
1347, 2219, 0.6
1363, 1658, 0.5
1404, 1917, 0.5
1408, 1950, 0.5
1419, 1901, 0.5
1428, 2182, 0.6
1438, 1937, 0.5
1465, 1821, 0.5
1465, 1911, 0.5
1465, 1980, 0.5
1465, 2053, 0.5
1465, 2233, 0.6
1487, 2611, 0.6
1497, 2764, 0.6
1514, 1623, 0.5
1514, 1772, 0.5
1514, 1901, 0.5
1514, 2018, 0.5
1514, 2182, 0.6
1544, 1847, 0.5
1548, 1930, 0.5
1548, 2030, 0.5
1548, 2290, 0.6
1549, 1654, 0.5
1549, 1923, 0.5
1549, 2009, 0.5
1549, 2026, 0.5
1549, 2125, 0.6
1549, 2381, 0.6
1549, 2648, 0.6
1549, 2724, 0.6
1553, 1699, 0.8
1553, 1821, 0.5
1553, 1911, 0.5
1553, 1980, 0.5
1553, 2219, 0.6
1561, 2635, 0.6
1570, 2182, 0.6
1583, 1975, 0.5
1604, 4590, 0.5
1611, 3790, 0.5
1612, 3400, 0.5
1616, 3940, 0.5
1617, 2498, 0.75
1621, 4435, 0.5
1623, 3412, 0.5
1623, 3491, 0.5
1623, 3780, 0.5
1623, 3988, 0.5
1623, 4084, 0.5
1623, 4111, 0.5
1623, 4173, 0.5
1633, 3188, 0.5
1635, 3634, 0.5
1638, 2941, 0.5
1651, 4458, 0.5
1652, 3185, 0.5
1652, 3507, 0.5
1654, 1923, 0.6
1654, 2009, 1.0
1654, 2026, 1.0
1654, 2125, 0.75
1654, 2284, 0.75
1654, 2381, 0.75
1654, 2425, 0.75
1654, 2648, 0.75
1654, 2724, 0.75
1654, 2737, 0.75
1654, 2953, 0.5
1654, 3059, 0.5
1654, 3661, 0.5
1654, 3757, 0.5
1654, 4063, 0.5
1654, 4090, 0.5
1654, 4210, 0.5
1654, 4233, 0.5
1654, 4621, 0.5
1655, 2983, 0.5
1656, 3019, 0.5
1658, 3531, 0.5
1669, 3068, 0.5
1669, 4430, 0.5
1669, 4442, 0.5
1673, 3821, 0.5
1673, 4431, 0.5
1684, 2415, 0.75
1684, 2965, 0.5
1684, 3789, 0.5
1684, 3996, 0.5
1684, 4109, 0.5
1684, 4234, 0.5
1687, 4472, 0.5
1693, 4230, 0.5
1696, 2414, 0.75
1696, 3205, 0.5
1696, 4190, 0.5
1696, 4537, 0.5
1698, 2913, 0.5
1698, 3049, 0.5
1698, 3931, 0.5
1699, 2219, 0.75
1699, 3120, 0.5
1699, 3943, 0.5
1713, 3204, 0.5
1730, 3027, 0.5
1731, 1813, 0.6
1742, 3613, 0.5
1750, 4010, 0.5
1753, 3371, 0.5
1757, 4016, 0.5
1762, 4086, 0.5
1762, 4420, 0.5
